Metric;precision-train;recall-train;f1-score-train;support-train;precision-test;recall-test;f1-score-test;support-test;Model;Feature_Selection_Type;N_Features;Total_Variance_Explained
3;1,000;1,000;1,000;149,000;0,703;0,765;0,732;34,000;Decision Tree_rf;selector;18;
4;1,000;1,000;1,000;135,000;0,830;0,848;0,839;46,000;Decision Tree_rf;selector;18;
5;1,000;1,000;1,000;135,000;0,778;0,745;0,761;47,000;Decision Tree_rf;selector;18;
6;1,000;1,000;1,000;146,000;0,912;0,886;0,899;35,000;Decision Tree_rf;selector;18;
7;1,000;1,000;1,000;145,000;0,788;0,765;0,776;34,000;Decision Tree_rf;selector;18;
8;1,000;1,000;1,000;144,000;0,733;0,733;0,733;30,000;Decision Tree_rf;selector;18;
9;1,000;1,000;1,000;140,000;0,900;0,675;0,771;40,000;Decision Tree_rf;selector;18;
0;1,000;1,000;1,000;145,000;0,935;0,879;0,906;33,000;Decision Tree_mi;selector;30;
1;1,000;1,000;1,000;154,000;0,800;0,714;0,755;28,000;Decision Tree_mi;selector;30;
2;1,000;1,000;1,000;144,000;0,960;0,727;0,828;33,000;Decision Tree_mi;selector;30;
3;1,000;1,000;1,000;149,000;0,833;0,882;0,857;34,000;Decision Tree_mi;selector;30;
4;1,000;1,000;1,000;135,000;0,780;0,848;0,812;46,000;Decision Tree_mi;selector;30;
5;1,000;1,000;1,000;135,000;0,860;0,787;0,822;47,000;Decision Tree_mi;selector;30;
6;1,000;1,000;1,000;146,000;0,909;0,857;0,882;35,000;Decision Tree_mi;selector;30;
7;1,000;1,000;1,000;145,000;0,692;0,794;0,740;34,000;Decision Tree_mi;selector;30;
8;1,000;1,000;1,000;144,000;0,611;0,733;0,667;30,000;Decision Tree_mi;selector;30;
9;1,000;1,000;1,000;140,000;0,786;0,825;0,805;40,000;Decision Tree_mi;selector;30;
0;1,000;1,000;1,000;145,000;0,970;0,970;0,970;33,000;Decision Tree_none;original;64;
1;1,000;1,000;1,000;154,000;0,727;0,857;0,787;28,000;Decision Tree_none;original;64;
2;1,000;1,000;1,000;144,000;0,933;0,848;0,889;33,000;Decision Tree_none;original;64;
3;1,000;1,000;1,000;149,000;0,848;0,824;0,836;34,000;Decision Tree_none;original;64;
4;1,000;1,000;1,000;135,000;0,848;0,848;0,848;46,000;Decision Tree_none;original;64;
5;1,000;1,000;1,000;135,000;0,848;0,830;0,839;47,000;Decision Tree_none;original;64;
6;1,000;1,000;1,000;146,000;0,943;0,943;0,943;35,000;Decision Tree_none;original;64;
7;1,000;1,000;1,000;145,000;0,935;0,853;0,892;34,000;Decision Tree_none;original;64;
8;1,000;1,000;1,000;144,000;0,815;0,733;0,772;30,000;Decision Tree_none;original;64;
9;1,000;1,000;1,000;140,000;0,696;0,800;0,744;40,000;Decision Tree_none;original;64;
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;Random Forest_rfe;selector;49;
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;Random Forest_rfe;selector;49;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;Random Forest_rfe;selector;49;
3;1,000;1,000;1,000;149,000;1,000;0,941;0,970;34,000;Random Forest_rfe;selector;49;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;Random Forest_rfe;selector;49;
5;1,000;1,000;1,000;135,000;0,939;0,979;0,958;47,000;Random Forest_rfe;selector;49;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;Random Forest_rfe;selector;49;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;Random Forest_rfe;selector;49;
8;1,000;1,000;1,000;144,000;0,966;0,933;0,949;30,000;Random Forest_rfe;selector;49;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;Random Forest_rfe;selector;49;
0;1,000;1,000;1,000;145,000;0,971;1,000;0,985;33,000;Random Forest_pca;pca;44;0,967
1;1,000;1,000;1,000;154,000;1,000;1,000;1,000;28,000;Random Forest_pca;pca;44;0,967
2;1,000;1,000;1,000;144,000;0,971;1,000;0,985;33,000;Random Forest_pca;pca;44;0,967
3;1,000;1,000;1,000;149,000;1,000;0,941;0,970;34,000;Random Forest_pca;pca;44;0,967
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;Random Forest_pca;pca;44;0,967
5;1,000;1,000;1,000;135,000;0,978;0,936;0,957;47,000;Random Forest_pca;pca;44;0,967
6;1,000;1,000;1,000;146,000;0,944;0,971;0,958;35,000;Random Forest_pca;pca;44;0,967
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;Random Forest_pca;pca;44;0,967
8;1,000;1,000;1,000;144,000;1,000;1,000;1,000;30,000;Random Forest_pca;pca;44;0,967
9;1,000;1,000;1,000;140,000;0,927;0,950;0,938;40,000;Random Forest_pca;pca;44;0,967
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;Random Forest_rf;selector;40;
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;Random Forest_rf;selector;40;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;Random Forest_rf;selector;40;
3;1,000;1,000;1,000;149,000;1,000;1,000;1,000;34,000;Random Forest_rf;selector;40;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;Random Forest_rf;selector;40;
5;1,000;1,000;1,000;135,000;0,958;0,979;0,968;47,000;Random Forest_rf;selector;40;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;Random Forest_rf;selector;40;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;Random Forest_rf;selector;40;
8;1,000;1,000;1,000;144,000;1,000;0,933;0,966;30,000;Random Forest_rf;selector;40;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;Random Forest_rf;selector;40;
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;Random Forest_mi;selector;64;
1;1,000;1,000;1,000;154,000;0,966;1,000;0,982;28,000;Random Forest_mi;selector;64;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;Random Forest_mi;selector;64;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;Random Forest_mi;selector;64;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;Random Forest_mi;selector;64;
5;1,000;1,000;1,000;135,000;0,939;0,979;0,958;47,000;Random Forest_mi;selector;64;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;Random Forest_mi;selector;64;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;Random Forest_mi;selector;64;
8;1,000;1,000;1,000;144,000;1,000;0,967;0,983;30,000;Random Forest_mi;selector;64;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;Random Forest_mi;selector;64;
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;Random Forest_none;original;64;
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;Random Forest_none;original;64;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;Random Forest_none;original;64;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;Random Forest_none;original;64;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;Random Forest_none;original;64;
5;1,000;1,000;1,000;135,000;0,958;0,979;0,968;47,000;Random Forest_none;original;64;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;Random Forest_none;original;64;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;Random Forest_none;original;64;
8;1,000;1,000;1,000;144,000;1,000;0,933;0,966;30,000;Random Forest_none;original;64;
9;1,000;1,000;1,000;140,000;0,975;0,975;0,975;40,000;Random Forest_none;original;64;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;Gradient Boosting_rfe;selector;37;
1;1,000;1,000;1,000;154,000;0,903;1,000;0,949;28,000;Gradient Boosting_rfe;selector;37;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;Gradient Boosting_rfe;selector;37;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;Gradient Boosting_rfe;selector;37;
4;1,000;1,000;1,000;135,000;1,000;0,957;0,978;46,000;Gradient Boosting_rfe;selector;37;
5;1,000;1,000;1,000;135,000;1,000;0,979;0,989;47,000;Gradient Boosting_rfe;selector;37;
6;1,000;1,000;1,000;146,000;0,971;0,943;0,957;35,000;Gradient Boosting_rfe;selector;37;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;Gradient Boosting_rfe;selector;37;
8;1,000;1,000;1,000;144,000;0,909;1,000;0,952;30,000;Gradient Boosting_rfe;selector;37;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;Gradient Boosting_rfe;selector;37;
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;Gradient Boosting_pca;pca;44;0,967
1;1,000;1,000;1,000;154,000;1,000;0,964;0,982;28,000;Gradient Boosting_pca;pca;44;0,967
2;1,000;1,000;1,000;144,000;0,943;1,000;0,971;33,000;Gradient Boosting_pca;pca;44;0,967
3;1,000;1,000;1,000;149,000;1,000;0,941;0,970;34,000;Gradient Boosting_pca;pca;44;0,967
4;1,000;1,000;1,000;135,000;0,958;1,000;0,979;46,000;Gradient Boosting_pca;pca;44;0,967
5;1,000;1,000;1,000;135,000;0,913;0,894;0,903;47,000;Gradient Boosting_pca;pca;44;0,967
6;1,000;1,000;1,000;146,000;0,972;1,000;0,986;35,000;Gradient Boosting_pca;pca;44;0,967
7;1,000;1,000;1,000;145,000;0,969;0,912;0,939;34,000;Gradient Boosting_pca;pca;44;0,967
8;1,000;1,000;1,000;144,000;0,935;0,967;0,951;30,000;Gradient Boosting_pca;pca;44;0,967
9;1,000;1,000;1,000;140,000;0,902;0,925;0,914;40,000;Gradient Boosting_pca;pca;44;0,967
0;1,000;1,000;1,000;145,000;1,000;0,970;0,985;33,000;Gradient Boosting_rf;selector;31;
1;1,000;1,000;1,000;154,000;0,964;0,964;0,964;28,000;Gradient Boosting_rf;selector;31;
2;1,000;1,000;1,000;144,000;0,970;0,970;0,970;33,000;Gradient Boosting_rf;selector;31;
3;1,000;1,000;1,000;149,000;0,970;0,941;0,955;34,000;Gradient Boosting_rf;selector;31;
4;1,000;1,000;1,000;135,000;0,958;1,000;0,979;46,000;Gradient Boosting_rf;selector;31;
5;1,000;1,000;1,000;135,000;0,979;0,979;0,979;47,000;Gradient Boosting_rf;selector;31;
6;1,000;1,000;1,000;146,000;0,971;0,943;0,957;35,000;Gradient Boosting_rf;selector;31;
7;1,000;1,000;1,000;145,000;0,943;0,971;0,957;34,000;Gradient Boosting_rf;selector;31;
8;1,000;1,000;1,000;144,000;0,903;0,933;0,918;30,000;Gradient Boosting_rf;selector;31;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;Gradient Boosting_rf;selector;31;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;Gradient Boosting_mi;selector;64;
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;Gradient Boosting_mi;selector;64;
2;1,000;1,000;1,000;144,000;1,000;0,970;0,985;33,000;Gradient Boosting_mi;selector;64;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;Gradient Boosting_mi;selector;64;
4;1,000;1,000;1,000;135,000;1,000;0,978;0,989;46,000;Gradient Boosting_mi;selector;64;
5;1,000;1,000;1,000;135,000;0,979;0,979;0,979;47,000;Gradient Boosting_mi;selector;64;
6;1,000;1,000;1,000;146,000;0,971;0,943;0,957;35,000;Gradient Boosting_mi;selector;64;
7;1,000;1,000;1,000;145,000;0,943;0,971;0,957;34,000;Gradient Boosting_mi;selector;64;
8;1,000;1,000;1,000;144,000;0,938;1,000;0,968;30,000;Gradient Boosting_mi;selector;64;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;Gradient Boosting_mi;selector;64;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;Gradient Boosting_none;original;64;
1;1,000;1,000;1,000;154,000;0,966;1,000;0,982;28,000;Gradient Boosting_none;original;64;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;Gradient Boosting_none;original;64;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;Gradient Boosting_none;original;64;
4;1,000;1,000;1,000;135,000;1,000;0,978;0,989;46,000;Gradient Boosting_none;original;64;
5;1,000;1,000;1,000;135,000;0,979;0,979;0,979;47,000;Gradient Boosting_none;original;64;
6;1,000;1,000;1,000;146,000;0,943;0,943;0,943;35,000;Gradient Boosting_none;original;64;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;Gradient Boosting_none;original;64;
8;1,000;1,000;1,000;144,000;0,938;1,000;0,968;30,000;Gradient Boosting_none;original;64;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;Gradient Boosting_none;original;64;
0;1,000;1,000;1,000;145,000;0,971;1,000;0,985;33,000;SVM_rfe;selector;49;
1;0,981;1,000;0,990;154,000;0,966;1,000;0,982;28,000;SVM_rfe;selector;49;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;SVM_rfe;selector;49;
3;1,000;1,000;1,000;149,000;0,971;0,971;0,971;34,000;SVM_rfe;selector;49;
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;SVM_rfe;selector;49;
5;0,993;0,993;0,993;135,000;0,957;0,957;0,957;47,000;SVM_rfe;selector;49;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;SVM_rfe;selector;49;
7;1,000;1,000;1,000;145,000;0,970;0,941;0,955;34,000;SVM_rfe;selector;49;
8;0,993;0,979;0,986;144,000;1,000;0,933;0,966;30,000;SVM_rfe;selector;49;
9;0,993;0,986;0,989;140,000;0,951;0,975;0,963;40,000;SVM_rfe;selector;49;
0;1,000;1,000;1,000;145,000;0,971;1,000;0,985;33,000;SVM_pca;pca;54;0,991
1;0,987;1,000;0,994;154,000;0,933;1,000;0,966;28,000;SVM_pca;pca;54;0,991
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;SVM_pca;pca;54;0,991
3;1,000;1,000;1,000;149,000;0,971;0,971;0,971;34,000;SVM_pca;pca;54;0,991
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;SVM_pca;pca;54;0,991
5;0,993;0,993;0,993;135,000;0,978;0,957;0,968;47,000;SVM_pca;pca;54;0,991
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;SVM_pca;pca;54;0,991
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;SVM_pca;pca;54;0,991
8;0,993;0,986;0,990;144,000;0,966;0,933;0,949;30,000;SVM_pca;pca;54;0,991
9;0,993;0,986;0,989;140,000;0,950;0,950;0,950;40,000;SVM_pca;pca;54;0,991
0;1,000;1,000;1,000;145,000;0,971;1,000;0,985;33,000;SVM_rf;selector;42;
1;0,981;1,000;0,990;154,000;1,000;1,000;1,000;28,000;SVM_rf;selector;42;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;SVM_rf;selector;42;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;SVM_rf;selector;42;
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;SVM_rf;selector;42;
5;0,993;0,993;0,993;135,000;0,958;0,979;0,968;47,000;SVM_rf;selector;42;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;SVM_rf;selector;42;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;SVM_rf;selector;42;
8;0,993;0,979;0,986;144,000;1,000;0,967;0,983;30,000;SVM_rf;selector;42;
9;0,993;0,986;0,989;140,000;0,975;0,975;0,975;40,000;SVM_rf;selector;42;
0;1,000;1,000;1,000;145,000;0,971;1,000;0,985;33,000;SVM_mi;selector;40;
1;0,987;0,994;0,990;154,000;1,000;1,000;1,000;28,000;SVM_mi;selector;40;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;SVM_mi;selector;40;
3;1,000;1,000;1,000;149,000;1,000;0,971;0,985;34,000;SVM_mi;selector;40;
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;SVM_mi;selector;40;
5;0,993;0,993;0,993;135,000;0,958;0,979;0,968;47,000;SVM_mi;selector;40;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;SVM_mi;selector;40;
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;SVM_mi;selector;40;
8;0,986;0,986;0,986;144,000;0,967;0,967;0,967;30,000;SVM_mi;selector;40;
9;0,993;0,986;0,989;140,000;0,975;0,975;0,975;40,000;SVM_mi;selector;40;
0;1,000;1,000;1,000;145,000;0,971;1,000;0,985;33,000;SVM_none;original;64;
1;1,000;1,000;1,000;154,000;0,966;1,000;0,982;28,000;SVM_none;original;64;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;SVM_none;original;64;
3;1,000;1,000;1,000;149,000;0,943;0,971;0,957;34,000;SVM_none;original;64;
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;SVM_none;original;64;
5;1,000;1,000;1,000;135,000;0,957;0,957;0,957;47,000;SVM_none;original;64;
6;1,000;1,000;1,000;146,000;0,971;0,971;0,971;35,000;SVM_none;original;64;
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;SVM_none;original;64;
8;1,000;1,000;1,000;144,000;1,000;0,933;0,966;30,000;SVM_none;original;64;
9;1,000;1,000;1,000;140,000;0,974;0,950;0,962;40,000;SVM_none;original;64;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;KNN_rfe;selector;34;
1;1,000;1,000;1,000;154,000;1,000;1,000;1,000;28,000;KNN_rfe;selector;34;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;KNN_rfe;selector;34;
3;1,000;1,000;1,000;149,000;1,000;1,000;1,000;34,000;KNN_rfe;selector;34;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;KNN_rfe;selector;34;
5;1,000;1,000;1,000;135,000;0,978;0,957;0,968;47,000;KNN_rfe;selector;34;
6;1,000;1,000;1,000;146,000;0,972;1,000;0,986;35,000;KNN_rfe;selector;34;
7;1,000;1,000;1,000;145,000;1,000;0,971;0,985;34,000;KNN_rfe;selector;34;
8;1,000;1,000;1,000;144,000;1,000;1,000;1,000;30,000;KNN_rfe;selector;34;
9;1,000;1,000;1,000;140,000;0,950;0,950;0,950;40,000;KNN_rfe;selector;34;
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;KNN_pca;pca;29;0,888
1;1,000;1,000;1,000;154,000;0,933;1,000;0,966;28,000;KNN_pca;pca;29;0,888
2;1,000;1,000;1,000;144,000;0,971;1,000;0,985;33,000;KNN_pca;pca;29;0,888
3;1,000;1,000;1,000;149,000;0,943;0,971;0,957;34,000;KNN_pca;pca;29;0,888
4;1,000;1,000;1,000;135,000;1,000;1,000;1,000;46,000;KNN_pca;pca;29;0,888
5;1,000;1,000;1,000;135,000;0,978;0,957;0,968;47,000;KNN_pca;pca;29;0,888
6;1,000;1,000;1,000;146,000;0,972;1,000;0,986;35,000;KNN_pca;pca;29;0,888
7;1,000;1,000;1,000;145,000;0,971;0,971;0,971;34,000;KNN_pca;pca;29;0,888
8;1,000;1,000;1,000;144,000;0,964;0,900;0,931;30,000;KNN_pca;pca;29;0,888
9;1,000;1,000;1,000;140,000;0,947;0,900;0,923;40,000;KNN_pca;pca;29;0,888
0;1,000;1,000;1,000;145,000;1,000;1,000;1,000;33,000;KNN_rf;selector;31;
1;1,000;1,000;1,000;154,000;0,966;1,000;0,982;28,000;KNN_rf;selector;31;
2;1,000;1,000;1,000;144,000;1,000;1,000;1,000;33,000;KNN_rf;selector;31;
3;1,000;1,000;1,000;149,000;0,971;1,000;0,986;34,000;KNN_rf;selector;31;
4;1,000;1,000;1,000;135,000;0,979;1,000;0,989;46,000;KNN_rf;selector;31;
5;1,000;1,000;1,000;135,000;0,979;0,979;0,979;47,000;KNN_rf;selector;31;
