Metric;f1-score-train;precision-train;recall-train;support-train;f1-score-test;precision-test;recall-test;support-test;Model
accuracy;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,8722222222222222;0,8722222222222222;0,8722222222222222;0,8722222222222222;Decision Tree_rf
macro avg;0,998612918897499;0,9986195445920304;0,9986159003831417;1437,0;0,8681417850710298;0,8690237135442349;0,8689645076767567;360,0;Decision Tree_rf
weighted avg;0,9986082052034394;0,9986178180612942;0,9986082115518441;1437,0;0,8719571356809517;0,873291661854035;0,8722222222222222;360,0;Decision Tree_rf
balanced_accuracy;0,9649656554581292;;;;0,8048957854102872;;;;Decision Tree_mi
kappa;0,9613304686844071;;;;0,7834772522232246;;;;Decision Tree_mi
accuracy;0,965205288796103;0,965205288796103;0,965205288796103;0,965205288796103;0,8055555555555556;0,8055555555555556;0,8055555555555556;0,8055555555555556;Decision Tree_mi
macro avg;0,9651215778958079;0,9656457606597953;0,9649656554581292;1437,0;0,8010099957723448;0,8038082836263951;0,8048957854102872;360,0;Decision Tree_mi
weighted avg;0,9651079826760789;0,9653809285435961;0,965205288796103;1437,0;0,8045893376419724;0,8101508390024258;0,8055555555555556;360,0;Decision Tree_mi
balanced_accuracy;1,0;;;;0,7821833398231884;;;;Decision Tree_none
kappa;1,0;;;;0,7584640792733278;;;;Decision Tree_none
accuracy;1,0;1,0;1,0;1,0;0,7833333333333333;0,7833333333333333;0,7833333333333333;0,7833333333333333;Decision Tree_none
macro avg;1,0;1,0;1,0;1437,0;0,7800990959391544;0,7846774676856029;0,7821833398231884;360,0;Decision Tree_none
weighted avg;1,0;1,0;1,0;1437,0;0,7811770338658982;0,78492965165024;0,7833333333333333;360,0;Decision Tree_none
balanced_accuracy;1,0;;;;0,9719358749302429;;;;Random Forest_rfe
kappa;1,0;;;;0,9690330572114269;;;;Random Forest_rfe
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Random Forest_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9724973398677921;0,9738802172604764;0,9719358749302429;360,0;Random Forest_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9722287363767942;0,9730043616301814;0,9722222222222222;360,0;Random Forest_rfe
balanced_accuracy;1,0;;;;0,9672393793107185;;;;Random Forest_pca
kappa;1,0;;;;0,9628451019179496;;;;Random Forest_pca
accuracy;1,0;1,0;1,0;1,0;0,9666666666666667;0,9666666666666667;0,9666666666666667;0,9666666666666667;Random Forest_pca
macro avg;1,0;1,0;1,0;1437,0;0,9674427483316762;0,9682298235042994;0,9672393793107185;360,0;Random Forest_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9666797252352789;0,9672108021790158;0,9666666666666667;360,0;Random Forest_pca
balanced_accuracy;1,0;;;;0,9798968678380442;;;;Random Forest_rf
kappa;1,0;;;;0,9783194101503015;;;;Random Forest_rf
accuracy;1,0;1,0;1,0;1,0;0,9805555555555555;0,9805555555555555;0,9805555555555555;0,9805555555555555;Random Forest_rf
macro avg;1,0;1,0;1,0;1437,0;0,9811637274192597;0,9829187855287721;0,9798968678380442;360,0;Random Forest_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9805852131593709;0,9811392175797897;0,9805555555555555;360,0;Random Forest_rf
balanced_accuracy;1,0;;;;0,9723082153557747;;;;Random Forest_mi
kappa;1,0;;;;0,9690333235845648;;;;Random Forest_mi
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Random Forest_mi
macro avg;1,0;1,0;1,0;1437,0;0,9729357033842954;0,9741573544311339;0,9723082153557747;360,0;Random Forest_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9722681587202784;0,9728253053585499;0,9722222222222222;360,0;Random Forest_mi
balanced_accuracy;1,0;;;;0,9744358749302429;;;;Random Forest_none
kappa;1,0;;;;0,9721283129887223;;;;Random Forest_none
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;Random Forest_none
macro avg;1,0;1,0;1,0;1437,0;0,9752347262579353;0,9767208028874398;0,9744358749302429;360,0;Random Forest_none
weighted avg;1,0;1,0;1,0;1437,0;0,9750358352075584;0,9756983830084134;0,975;360,0;Random Forest_none
balanced_accuracy;1,0;;;;0,9730411826659854;;;;Gradient Boosting_rfe
kappa;1,0;;;;0,9690458379549617;;;;Gradient Boosting_rfe
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Gradient Boosting_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9719617641496724;0,9715621959664105;0,9730411826659854;360,0;Gradient Boosting_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9722914060539247;0,9729456205559146;0,9722222222222222;360,0;Gradient Boosting_rfe
balanced_accuracy;1,0;;;;0,9560150810807884;;;;Gradient Boosting_pca
kappa;1,0;;;;0,9504652482757434;;;;Gradient Boosting_pca
accuracy;1,0;1,0;1,0;1,0;0,9555555555555556;0,9555555555555556;0,9555555555555556;0,9555555555555556;Gradient Boosting_pca
macro avg;1,0;1,0;1,0;1437,0;0,95564378477923;0,9565494657871305;0,9560150810807884;360,0;Gradient Boosting_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9554119246643733;0,9564739199326848;0,9555555555555556;360,0;Gradient Boosting_pca
balanced_accuracy;1,0;;;;0,9812757017700697;;;;Gradient Boosting_rf
kappa;1,0;;;;0,9783313413071705;;;;Gradient Boosting_rf
accuracy;1,0;1,0;1,0;1,0;0,9805555555555555;0,9805555555555555;0,9805555555555555;0,9805555555555555;Gradient Boosting_rf
macro avg;1,0;1,0;1,0;1437,0;0,9803131397835989;0,9797276090581839;0,9812757017700697;360,0;Gradient Boosting_rf
weighted avg;1,0;1,0;1,0;1437,0;0,980535668987685;0,9808456388007605;0,9805555555555555;360,0;Gradient Boosting_rf
balanced_accuracy;1,0;;;;0,9760714856962884;;;;Gradient Boosting_mi
kappa;1,0;;;;0,9721443678319033;;;;Gradient Boosting_mi
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;Gradient Boosting_mi
macro avg;1,0;1,0;1,0;1437,0;0,9745752376327111;0,9737361090098886;0,9760714856962884;360,0;Gradient Boosting_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9750752888378074;0,9757233983336924;0,975;360,0;Gradient Boosting_mi
balanced_accuracy;1,0;;;;0,972738152362955;;;;Gradient Boosting_none
kappa;1,0;;;;0,9690447732959577;;;;Gradient Boosting_none
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Gradient Boosting_none
macro avg;1,0;1,0;1,0;1437,0;0,9718527761350648;0,9714954890144643;0,972738152362955;360,0;Gradient Boosting_none
weighted avg;1,0;1,0;1,0;1437,0;0,9723200709853144;0,9728933505439672;0,9722222222222222;360,0;Gradient Boosting_none
balanced_accuracy;0,9957473544973544;;;;0,9866328446272126;;;;SVM_rfe
kappa;0,9953598510330278;;;;0,9845198575826898;;;;SVM_rfe
accuracy;0,9958246346555324;0,9958246346555324;0,9958246346555324;0,9958246346555324;0,9861111111111112;0,9861111111111112;0,9861111111111112;0,9861111111111112;SVM_rfe
macro avg;0,9958207588183733;0,9959247814212372;0,9957473544973544;1437,0;0,9865481748086037;0,9865488110137672;0,9866328446272126;360,0;SVM_rfe
weighted avg;0,9958212297114156;0,9958497189207499;0,9958246346555324;1437,0;0,9861117119715432;0,9861928104575163;0,9861111111111112;360,0;SVM_rfe
balanced_accuracy;0,99505291005291;;;;0,9753385183860777;;;;SVM_pca
kappa;0,9945864637375411;;;;0,9721405355208173;;;;SVM_pca
accuracy;0,9951287404314544;0,9951287404314544;0,9951287404314544;0,9951287404314544;0,975;0,975;0,975;0,975;SVM_pca
macro avg;0,9951475531950912;0,9952989693710513;0,99505291005291;1437,0;0,9744577779690093;0,9739716486294666;0,9753385183860777;360,0;SVM_pca
weighted avg;0,9951245295004045;0,9951793980392734;0,9951287404314544;1437,0;0,974980361104303;0,9752958978027326;0,975;360,0;SVM_pca
balanced_accuracy;0,9957473544973544;;;;0,9832995112938792;;;;SVM_rf
kappa;0,9953598510330278;;;;0,981420953036298;;;;SVM_rf
accuracy;0,9958246346555324;0,9958246346555324;0,9958246346555324;0,9958246346555324;0,9833333333333333;0,9833333333333333;0,9833333333333333;0,9833333333333333;SVM_rf
macro avg;0,9958207588183733;0,9959247814212372;0,9957473544973544;1437,0;0,9838637960543236;0,9845938375350138;0,9832995112938792;360,0;SVM_rf
weighted avg;0,9958212297114156;0,9958497189207499;0,9958246346555324;1437,0;0,983353652492814;0,9835307734204795;0,9833333333333333;360,0;SVM_rf
balanced_accuracy;0,9971362433862433;;;;0,9782306752488228;;;;SVM_mi
kappa;0,9969066006511853;;;;0,975229428814711;;;;SVM_mi
accuracy;0,9972164231036882;0,9972164231036882;0,9972164231036882;0,9972164231036882;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;SVM_mi
macro avg;0,9971659214021411;0,9972002290640607;0,9971362433862433;1437,0;0,9785775933116604;0,9790968332419536;0,9782306752488228;360,0;SVM_mi
weighted avg;0,9972138077793259;0,9972159063105769;0,9972164231036882;1437,0;0,9777642182475362;0,9779108033950215;0,9777777777777777;360,0;SVM_mi
balanced_accuracy;0,9964417989417989;;;;0,9745051850527444;;;;SVM_none
kappa;0,9961332300041977;;;;0,9721340661041876;;;;SVM_none
accuracy;0,9965205288796103;0,9965205288796103;0,9965205288796103;0,9965205288796103;0,975;0,975;0,975;0,975;SVM_none
macro avg;0,9964935329844848;0,9965584828174755;0,9964417989417989;1437,0;0,9745461494359576;0,97546046960559;0,9745051850527444;360,0;SVM_none
weighted avg;0,9965176400751433;0,9965284994948113;0,9965205288796103;1437,0;0,9749279275242172;0,9755875710717891;0,975;360,0;SVM_none
balanced_accuracy;1,0;;;;0,9794701710471424;;;;KNN_rfe
kappa;1,0;;;;0,9752385865359814;;;;KNN_rfe
accuracy;1,0;1,0;1,0;1,0;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;KNN_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9780592037243048;0,9770281196615695;0,9794701710471424;360,0;KNN_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9776309331342871;0,9778565161268684;0,9777777777777777;360,0;KNN_rfe
balanced_accuracy;1,0;;;;0,973498691546251;;;;KNN_pca
kappa;1,0;;;;0,9690484992820971;;;;KNN_pca
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;KNN_pca
macro avg;1,0;1,0;1,0;1437,0;0,9720896906757369;0,9710617331069477;0,973498691546251;360,0;KNN_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9721174378089813;0,9723849941847583;0,9722222222222222;360,0;KNN_pca
balanced_accuracy;0,9936044973544972;;;;0,9819701710471425;;;;KNN_rf
kappa;0,9930396229674682;;;;0,9783289188538407;;;;KNN_rf
accuracy;0,9937369519832986;0,9937369519832986;0,9937369519832986;0,9937369519832986;0,9805555555555555;0,9805555555555555;0,9805555555555555;0,9805555555555555;KNN_rf
macro avg;0,993763747019561;0,994049704127;0,9936044973544972;1437,0;0,9815702462080054;0,981487025756859;0,9819701710471425;360,0;KNN_rf
weighted avg;0,993723834817198;0,9938388252206389;0,9937369519832986;1437,0;0,9804575695542408;0,9806641316083271;0,9805555555555555;360,0;KNN_rf
balanced_accuracy;1,0;;;;0,973498691546251;;;;KNN_mi
kappa;1,0;;;;0,9690498297740637;;;;KNN_mi
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;KNN_mi
macro avg;1,0;1,0;1,0;1437,0;0,9718431096885759;0,9706953922132234;0,973498691546251;360,0;KNN_mi
weighted avg;1,0;1,0;1,0;1437,0;0,972126667723133;0,972496180421705;0,9722222222222222;360,0;KNN_mi
balanced_accuracy;1,0;;;;0,9764629246703308;;;;KNN_none
kappa;1,0;;;;0,9721419727610401;;;;KNN_none
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;KNN_none
macro avg;1,0;1,0;1,0;1437,0;0,9753878815761002;0,9752116287950792;0,9764629246703308;360,0;KNN_none
weighted avg;1,0;1,0;1,0;1437,0;0,9750023326936312;0,9757601405702153;0,975;360,0;KNN_none
balanced_accuracy;1,0;;;;0,9755952952200978;;;;XGBoost_rfe
kappa;1,0;;;;0,9721362229102167;;;;XGBoost_rfe
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;XGBoost_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9752597964902214;0,9752969983980215;0,9755952952200978;360,0;XGBoost_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9750448052674257;0,975414886039886;0,975;360,0;XGBoost_rfe
balanced_accuracy;1,0;;;;0,959367512962632;;;;XGBoost_pca
kappa;1,0;;;;0,9535547795572222;;;;XGBoost_pca
accuracy;1,0;1,0;1,0;1,0;0,9583333333333334;0,9583333333333334;0,9583333333333334;0,9583333333333334;XGBoost_pca
macro avg;1,0;1,0;1,0;1437,0;0,9595161104209025;0,960873758594347;0,959367512962632;360,0;XGBoost_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9582974643681132;0,9593080401352461;0,9583333333333334;360,0;XGBoost_pca
balanced_accuracy;1,0;;;;0,9744358749302429;;;;XGBoost_rf
kappa;1,0;;;;0,9721278334552024;;;;XGBoost_rf
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;XGBoost_rf
macro avg;1,0;1,0;1,0;1437,0;0,975292146254449;0,9764909178299686;0,9744358749302429;360,0;XGBoost_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9749895802103667;0,975328012638043;0,975;360,0;XGBoost_rf
balanced_accuracy;1,0;;;;0,9752922649170677;;;;XGBoost_mi
kappa;1,0;;;;0,972134545423271;;;;XGBoost_mi
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;XGBoost_mi
macro avg;1,0;1,0;1,0;1437,0;0,9752766658835791;0,9758572224876574;0,9752922649170677;360,0;XGBoost_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9750307738216102;0,975573616198616;0,975;360,0;XGBoost_mi
balanced_accuracy;1,0;;;;0,9777692082635762;;;;XGBoost_none
kappa;1,0;;;;0,9752243145823835;;;;XGBoost_none
accuracy;1,0;1,0;1,0;1,0;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;XGBoost_none
macro avg;1,0;1,0;1,0;1437,0;0,9787979446487398;0,9800541362207731;0,9777692082635762;360,0;XGBoost_none
weighted avg;1,0;1,0;1,0;1437,0;0,9778136129853362;0,9781057904158208;0,9777777777777777;360,0;XGBoost_none
balanced_accuracy;0,9153231668448567;;;;0,9159928547989711;;;;Naive Bayes_rfe
kappa;0,9056504566680641;;;;0,9071830041767648;;;;Naive Bayes_rfe
accuracy;0,9151009046624913;0,9151009046624913;0,9151009046624913;0,9151009046624913;0,9166666666666666;0,9166666666666666;0,9166666666666666;0,9166666666666666;Naive Bayes_rfe
macro avg;0,9157312797355093;0,9179641356005952;0,9153231668448567;1437,0;0,9145364691415645;0,9187955780976376;0,9159928547989711;360,0;Naive Bayes_rfe
weighted avg;0,9154148083420487;0,9175641489780572;0,9151009046624913;1437,0;0,9174427112677782;0,9238034307392939;0,9166666666666666;360,0;Naive Bayes_rfe
balanced_accuracy;0,9245376773934305;;;;0,9039413108612381;;;;Naive Bayes_pca
kappa;0,9164771387946781;;;;0,8916799917470469;;;;Naive Bayes_pca
accuracy;0,9248434237995825;0,9248434237995825;0,9248434237995825;0,9248434237995825;0,9027777777777778;0,9027777777777778;0,9027777777777778;0,9027777777777778;Naive Bayes_pca
macro avg;0,9247644845750191;0,9271433263547154;0,9245376773934305;1437,0;0,9038349681590001;0,9086817265635293;0,9039413108612381;360,0;Naive Bayes_pca
weighted avg;0,925015834494078;0,9273593463004622;0,9248434237995825;1437,0;0,9044405960793717;0,9106022752291333;0,9027777777777778;360,0;Naive Bayes_pca
balanced_accuracy;0,8951848197206285;;;;0,8918884972204338;;;;Naive Bayes_rf
kappa;0,8824683455416866;;;;0,8854163978425249;;;;Naive Bayes_rf
accuracy;0,8942240779401531;0,8942240779401531;0,8942240779401531;0,8942240779401531;0,8972222222222223;0,8972222222222223;0,8972222222222223;0,8972222222222223;Naive Bayes_rf
macro avg;0,8947244920299362;0,8989743968401047;0,8951848197206285;1437,0;0,8923867732921174;0,9006946443487364;0,8918884972204338;360,0;Naive Bayes_rf
weighted avg;0,894265001635262;0,899101413661118;0,8942240779401531;1437,0;0,8965131991504808;0,9032121317882542;0,8972222222222223;360,0;Naive Bayes_rf
balanced_accuracy;0,9119162105771623;;;;0,9050723877979415;;;;Naive Bayes_mi
kappa;0,9010237916127221;;;;0,9009304965514869;;;;Naive Bayes_mi
accuracy;0,9109255393180237;0,9109255393180237;0,9109255393180237;0,9109255393180237;0,9111111111111111;0,9111111111111111;0,9111111111111111;0,9111111111111111;Naive Bayes_mi
macro avg;0,9115417311590178;0,9143866739482738;0,9119162105771623;1437,0;0,9052151599793502;0,9095668673941883;0,9050723877979415;360,0;Naive Bayes_mi
weighted avg;0,9109882339525511;0,914343538131972;0,9109255393180237;1437,0;0,9111574942044653;0,9152447343670894;0,9111111111111111;360,0;Naive Bayes_mi
balanced_accuracy;0,8419366994313734;;;;0,8387871090745609;;;;Naive Bayes_none
kappa;0,8244322016656925;;;;0,8207463750075118;;;;Naive Bayes_none
accuracy;0,8420320111343076;0,8420320111343076;0,8420320111343076;0,8420320111343076;0,8388888888888889;0,8388888888888889;0,8388888888888889;0,8388888888888889;Naive Bayes_none
macro avg;0,8435788227117916;0,8757664701286624;0,8419366994313734;1437,0;0,8337541665758597;0,8583463766437905;0,8387871090745609;360,0;Naive Bayes_none
weighted avg;0,8432355114805513;0,8748713434003255;0,8420320111343076;1437,0;0,839872335377561;0,8693221981992849;0,8388888888888889;360,0;Naive Bayes_none
balanced_accuracy;1,0;;;;0,9699070295850237;;;;MLP_rfe
kappa;1,0;;;;0,965942222183998;;;;MLP_rfe
accuracy;1,0;1,0;1,0;1,0;0,9694444444444444;0,9694444444444444;0,9694444444444444;0,9694444444444444;MLP_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9699951655930343;0,9703939134526813;0,9699070295850237;360,0;MLP_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9695322748483908;0,9699212669543567;0,9694444444444444;360,0;MLP_rfe
balanced_accuracy;1,0;;;;0,975111245658805;;;;MLP_pca
kappa;1,0;;;;0,9721331074165498;;;;MLP_pca
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;MLP_pca
macro avg;1,0;1,0;1,0;1437,0;0,9754605183556093;0,9760588912984549;0,975111245658805;360,0;MLP_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9751407675896749;0,9755162212734556;0,975;360,0;MLP_pca
balanced_accuracy;1,0;;;;0,9728385183860778;;;;MLP_rf
kappa;1,0;;;;0,9690397151653796;;;;MLP_rf
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;MLP_rf
macro avg;1,0;1,0;1,0;1437,0;0,972579461678469;0,9727092642864766;0,9728385183860778;360,0;MLP_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9721670029712152;0,9724900640080594;0,9722222222222222;360,0;MLP_rf
balanced_accuracy;1,0;;;;0,9732108588116096;;;;MLP_mi
kappa;1,0;;;;0,9690381175175451;;;;MLP_mi
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;MLP_mi
macro avg;1,0;1,0;1,0;1437,0;0,9733141934016348;0,973605077053995;0,9732108588116096;360,0;MLP_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9722409714221517;0,9724254742547426;0,9722222222222222;360,0;MLP_mi
balanced_accuracy;1,0;;;;0,981171851719411;;;;MLP_none
kappa;1,0;;;;0,9783240723219048;;;;MLP_none
accuracy;1,0;1,0;1,0;1,0;0,9805555555555555;0,9805555555555555;0,9805555555555555;0,9805555555555555;MLP_none
macro avg;1,0;1,0;1,0;1437,0;0,981790157512814;0,9825484963056317;0,981171851719411;360,0;MLP_none
weighted avg;1,0;1,0;1,0;1437,0;0,9805804708040841;0,9807501585654155;0,9805555555555555;360,0;MLP_none
